[Tick #0] Attacker: [DIR: 3; POS: 54,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #112] Attacker: [DIR: 0; POS: 12,22]; Defender #0: [DIR: 3; POS: 103,32]; Defender #1: [DIR: 0; POS: 96,34]; Defender #2: [DIR: 3; POS: 34,56]; Defender #3: [DIR: 1; POS: 66,44]; 
[Tick #113] Attacker: [DIR: 0; POS: 12,21]; Defender #0: [DIR: 3; POS: 102,32]; Defender #1: [DIR: 0; POS: 96,33]; Defender #2: [DIR: 3; POS: 33,56]; Defender #3: [DIR: 1; POS: 67,44]; 
[Tick #114] Attacker: [DIR: 0; POS: 12,20]; Defender #0: [DIR: 3; POS: 101,32]; Defender #1: [DIR: 1; POS: 96,32]; Defender #2: [DIR: 3; POS: 32,56]; Defender #3: [DIR: 1; POS: 68,44]; 
[Tick #115] Attacker: [DIR: 0; POS: 12,19]; Defender #0: [DIR: 3; POS: 100,32]; Defender #1: [DIR: 1; POS: 97,32]; Defender #2: [DIR: 3; POS: 31,56]; Defender #3: [DIR: 1; POS: 69,44]; 
[Tick #116] Attacker: [DIR: 0; POS: 12,18]; Defender #0: [DIR: 3; POS: 99,32]; Defender #1: [DIR: 1; POS: 98,32]; Defender #2: [DIR: 3; POS: 30,56]; Defender #3: [DIR: 1; POS: 70,44]; 
[Tick #117] Attacker: [DIR: 0; POS: 12,17]; Defender #0: [DIR: 3; POS: 98,32]; Defender #1: [DIR: 1; POS: 99,32]; Defender #2: [DIR: 3; POS: 29,56]; Defender #3: [DIR: 1; POS: 71,44]; 
[Tick #118] Attacker: [DIR: 3; POS: 12,16]; Defender #0: [DIR: 3; POS: 97,32]; Defender #1: [DIR: 1; POS: 100,32]; Defender #2: [DIR: 3; POS: 28,56]; Defender #3: [DIR: 1; POS: 72,44]; 
[Tick #119] Attacker: [DIR: 3; POS: 11,16]; Defender #0: [DIR: 0; POS: 96,32]; Defender #1: [DIR: 1; POS: 101,32]; Defender #2: [DIR: 3; POS: 27,56]; Defender #3: [DIR: 1; POS: 73,44]; 
[Tick #120] Attacker: [DIR: 3; POS: 10,16]; Defender #0: [DIR: 0; POS: 96,31]; Defender #1: [DIR: 1; POS: 102,32]; Defender #2: [DIR: 3; POS: 26,56]; Defender #3: [DIR: 1; POS: 74,44]; 
[Tick #121] Attacker: [DIR: 3; POS: 9,16]; Defender #0: [DIR: 0; POS: 96,30]; Defender #1: [DIR: 1; POS: 103,32]; Defender #2: [DIR: 3; POS: 25,56]; Defender #3: [DIR: 1; POS: 75,44]; 
[Tick #122] Attacker: [DIR: 3; POS: 8,16]; Defender #0: [DIR: 0; POS: 96,29]; Defender #1: [DIR: 1; POS: 104,32]; Defender #2: [DIR: 2; POS: 24,56]; Defender #3: [DIR: 1; POS: 76,44]; 
[Tick #123] Attacker: [DIR: 3; POS: 7,16]; Defender #0: [DIR: 0; POS: 96,28]; Defender #1: [DIR: 1; POS: 105,32]; Defender #2: [DIR: 2; POS: 24,57]; Defender #3: [DIR: 1; POS: 77,44]; 
[Tick #124] Attacker: [DIR: 3; POS: 6,16]; Defender #0: [DIR: 0; POS: 96,27]; Defender #1: [DIR: 1; POS: 106,32]; Defender #2: [DIR: 2; POS: 24,58]; Defender #3: [DIR: 1; POS: 78,44]; 
[Tick #125] Attacker: [DIR: 3; POS: 5,16]; Defender #0: [DIR: 0; POS: 96,26]; Defender #1: [DIR: 1; POS: 107,32]; Defender #2: [DIR: 2; POS: 24,59]; Defender #3: [DIR: 1; POS: 79,44]; 
[Tick #126] Attacker: [DIR: 0; POS: 4,16]; Defender #0: [DIR: 0; POS: 96,25]; Defender #1: [DIR: 1; POS: 108,32]; Defender #2: [DIR: 2; POS: 24,60]; Defender #3: [DIR: 1; POS: 80,44]; 
[Tick #127] Attacker: [DIR: 0; POS: 4,15]; Defender #0: [DIR: 0; POS: 96,24]; Defender #1: [DIR: 1; POS: 0,32]; Defender #2: [DIR: 2; POS: 24,61]; Defender #3: [DIR: 1; POS: 81,44]; 
[Tick #128] Attacker: [DIR: 0; POS: 4,14]; Defender #0: [DIR: 0; POS: 96,23]; Defender #1: [DIR: 1; POS: 1,32]; Defender #2: [DIR: 2; POS: 24,62]; Defender #3: [DIR: 1; POS: 82,44]; 
[Tick #129] Attacker: [DIR: 0; POS: 4,13]; Defender #0: [DIR: 0; POS: 96,22]; Defender #1: [DIR: 1; POS: 2,32]; Defender #2: [DIR: 2; POS: 24,63]; Defender #3: [DIR: 1; POS: 83,44]; 
[Tick #130] Attacker: [DIR: 2; POS: 4,12]; Defender #0: [DIR: 0; POS: 96,21]; Defender #1: [DIR: 1; POS: 3,32]; Defender #2: [DIR: 2; POS: 24,64]; Defender #3: [DIR: 1; POS: 84,44]; 
[Tick #131] Attacker: [DIR: 0; POS: 4,13]; Defender #0: [DIR: 0; POS: 96,20]; Defender #1: [DIR: 1; POS: 4,32]; Defender #2: [DIR: 2; POS: 24,65]; Defender #3: [DIR: 1; POS: 85,44]; 
[Tick #132] Attacker: [DIR: 2; POS: 4,12]; Defender #0: [DIR: 0; POS: 96,19]; Defender #1: [DIR: 1; POS: 5,32]; Defender #2: [DIR: 2; POS: 24,66]; Defender #3: [DIR: 1; POS: 86,44]; 
[Tick #133] Attacker: [DIR: 0; POS: 4,13]; Defender #0: [DIR: 0; POS: 96,18]; Defender #1: [DIR: 1; POS: 6,32]; Defender #2: [DIR: 2; POS: 24,67]; Defender #3: [DIR: 1; POS: 87,44]; 
[Tick #134] Attacker: [DIR: 2; POS: 4,12]; Defender #0: [DIR: 0; POS: 96,17]; Defender #1: [DIR: 1; POS: 7,32]; Defender #2: [DIR: 3; POS: 24,68]; Defender #3: [DIR: 1; POS: 88,44]; 
[Tick #135] Attacker: [DIR: 0; POS: 4,13]; Defender #0: [DIR: 1; POS: 96,16]; Defender #1: [DIR: 1; POS: 8,32]; Defender #2: [DIR: 3; POS: 23,68]; Defender #3: [DIR: 1; POS: 89,44]; 
[Tick #136] Attacker: [DIR: 2; POS: 4,12]; Defender #0: [DIR: 1; POS: 97,16]; Defender #1: [DIR: 1; POS: 9,32]; Defender #2: [DIR: 3; POS: 22,68]; Defender #3: [DIR: 1; POS: 90,44]; 
[Tick #137] Attacker: [DIR: 0; POS: 4,13]; Defender #0: [DIR: 1; POS: 98,16]; Defender #1: [DIR: 1; POS: 10,32]; Defender #2: [DIR: 3; POS: 21,68]; Defender #3: [DIR: 1; POS: 91,44]; 
[Tick #138] Attacker: [DIR: 2; POS: 4,12]; Defender #0: [DIR: 1; POS: 99,16]; Defender #1: [DIR: 1; POS: 11,32]; Defender #2: [DIR: 3; POS: 20,68]; Defender #3: [DIR: 1; POS: 92,44]; 
[Tick #139] Attacker: [DIR: 0; POS: 4,13]; Defender #0: [DIR: 1; POS: 100,16]; Defender #1: [DIR: 0; POS: 12,32]; Defender #2: [DIR: 3; POS: 19,68]; Defender #3: [DIR: 1; POS: 93,44]; 
[Tick #140] Attacker: [DIR: 2; POS: 4,12]; Defender #0: [DIR: 1; POS: 101,16]; Defender #1: [DIR: 0; POS: 12,31]; Defender #2: [DIR: 3; POS: 18,68]; Defender #3: [DIR: 1; POS: 94,44]; 
[Tick #141] Attacker: [DIR: 0; POS: 4,13]; Defender #0: [DIR: 1; POS: 102,16]; Defender #1: [DIR: 0; POS: 12,30]; Defender #2: [DIR: 3; POS: 17,68]; Defender #3: [DIR: 1; POS: 95,44]; 
[Tick #142] Attacker: [DIR: 2; POS: 4,12]; Defender #0: [DIR: 1; POS: 103,16]; Defender #1: [DIR: 0; POS: 12,29]; Defender #2: [DIR: 3; POS: 16,68]; Defender #3: [DIR: 2; POS: 96,44]; 
[Tick #143] Attacker: [DIR: 0; POS: 4,13]; Defender #0: [DIR: 0; POS: 104,16]; Defender #1: [DIR: 0; POS: 12,28]; Defender #2: [DIR: 3; POS: 15,68]; Defender #3: [DIR: 2; POS: 96,45]; 
[Tick #144] Attacker: [DIR: 2; POS: 4,12]; Defender #0: [DIR: 0; POS: 104,15]; Defender #1: [DIR: 0; POS: 12,27]; Defender #2: [DIR: 3; POS: 14,68]; Defender #3: [DIR: 2; POS: 96,46]; 
[Tick #145] Attacker: [DIR: 0; POS: 4,13]; Defender #0: [DIR: 0; POS: 104,14]; Defender #1: [DIR: 0; POS: 12,26]; Defender #2: [DIR: 3; POS: 13,68]; Defender #3: [DIR: 2; POS: 96,47]; 
[Tick #146] Attacker: [DIR: 2; POS: 4,12]; Defender #0: [DIR: 0; POS: 104,13]; Defender #1: [DIR: 0; POS: 12,25]; Defender #2: [DIR: 2; POS: 12,68]; Defender #3: [DIR: 2; POS: 96,48]; 
[Tick #147] Attacker: [DIR: 0; POS: 4,13]; Defender #0: [DIR: 0; POS: 104,12]; Defender #1: [DIR: 0; POS: 12,24]; Defender #2: [DIR: 2; POS: 12,69]; Defender #3: [DIR: 2; POS: 96,49]; 
[Tick #148] Attacker: [DIR: 2; POS: 4,12]; Defender #0: [DIR: 0; POS: 104,11]; Defender #1: [DIR: 0; POS: 12,23]; Defender #2: [DIR: 2; POS: 12,70]; Defender #3: [DIR: 2; POS: 96,50]; 
[Tick #149] Attacker: [DIR: 0; POS: 4,13]; Defender #0: [DIR: 0; POS: 104,10]; Defender #1: [DIR: 0; POS: 12,22]; Defender #2: [DIR: 2; POS: 12,71]; Defender #3: [DIR: 2; POS: 96,51]; 
[Tick #150] Attacker: [DIR: 2; POS: 4,12]; Defender #0: [DIR: 0; POS: 104,9]; Defender #1: [DIR: 0; POS: 12,21]; Defender #2: [DIR: 2; POS: 12,72]; Defender #3: [DIR: 2; POS: 96,52]; 
[Tick #151] Attacker: [DIR: 0; POS: 4,13]; Defender #0: [DIR: 0; POS: 104,8]; Defender #1: [DIR: 0; POS: 12,20]; Defender #2: [DIR: 2; POS: 12,73]; Defender #3: [DIR: 2; POS: 96,53]; 
[Tick #152] Attacker: [DIR: 2; POS: 4,12]; Defender #0: [DIR: 0; POS: 104,7]; Defender #1: [DIR: 0; POS: 12,19]; Defender #2: [DIR: 2; POS: 12,74]; Defender #3: [DIR: 2; POS: 96,54]; 
[Tick #153] Attacker: [DIR: 0; POS: 4,13]; Defender #0: [DIR: 0; POS: 104,6]; Defender #1: [DIR: 0; POS: 12,18]; Defender #2: [DIR: 2; POS: 12,75]; Defender #3: [DIR: 2; POS: 96,55]; 
[Tick #154] Attacker: [DIR: 2; POS: 4,12]; Defender #0: [DIR: 0; POS: 104,5]; Defender #1: [DIR: 0; POS: 12,17]; Defender #2: [DIR: 2; POS: 12,76]; Defender #3: [DIR: 2; POS: 96,56]; 
[Tick #155] Attacker: [DIR: 0; POS: 4,13]; Defender #0: [DIR: 3; POS: 104,4]; Defender #1: [DIR: 3; POS: 12,16]; Defender #2: [DIR: 2; POS: 12,77]; Defender #3: [DIR: 2; POS: 96,57]; 
[Tick #156] Attacker: [DIR: 2; POS: 4,12]; Defender #0: [DIR: 3; POS: 103,4]; Defender #1: [DIR: 3; POS: 11,16]; Defender #2: [DIR: 2; POS: 12,78]; Defender #3: [DIR: 2; POS: 96,58]; 
[Tick #157] Attacker: [DIR: 0; POS: 4,13]; Defender #0: [DIR: 3; POS: 102,4]; Defender #1: [DIR: 3; POS: 10,16]; Defender #2: [DIR: 2; POS: 12,79]; Defender #3: [DIR: 2; POS: 96,59]; 
[Tick #158] Attacker: [DIR: 2; POS: 4,12]; Defender #0: [DIR: 3; POS: 101,4]; Defender #1: [DIR: 3; POS: 9,16]; Defender #2: [DIR: 2; POS: 12,80]; Defender #3: [DIR: 2; POS: 96,60]; 
[Tick #159] Attacker: [DIR: 0; POS: 4,13]; Defender #0: [DIR: 3; POS: 100,4]; Defender #1: [DIR: 3; POS: 8,16]; Defender #2: [DIR: 2; POS: 12,81]; Defender #3: [DIR: 2; POS: 96,61]; 
[Tick #160] Attacker: [DIR: 0; POS: 4,12]; Defender #0: [DIR: 3; POS: 99,4]; Defender #1: [DIR: 3; POS: 7,16]; Defender #2: [DIR: 2; POS: 12,82]; Defender #3: [DIR: 2; POS: 96,62]; 
[Tick #161] Attacker: [DIR: 0; POS: 4,11]; Defender #0: [DIR: 3; POS: 98,4]; Defender #1: [DIR: 3; POS: 6,16]; Defender #2: [DIR: 2; POS: 12,83]; Defender #3: [DIR: 2; POS: 96,63]; 
[Tick #162] Attacker: [DIR: 0; POS: 4,10]; Defender #0: [DIR: 3; POS: 97,4]; Defender #1: [DIR: 3; POS: 5,16]; Defender #2: [DIR: 2; POS: 12,84]; Defender #3: [DIR: 2; POS: 96,64]; 
[Tick #163] Attacker: [DIR: 0; POS: 4,9]; Defender #0: [DIR: 3; POS: 96,4]; Defender #1: [DIR: 0; POS: 4,16]; Defender #2: [DIR: 2; POS: 12,85]; Defender #3: [DIR: 2; POS: 96,65]; 
[Tick #164] Attacker: [DIR: 2; POS: 4,8]; Defender #0: [DIR: 1; POS: 97,4]; Defender #1: [DIR: 1; POS: 5,16]; Defender #2: [DIR: 0; POS: 12,84]; Defender #3: [DIR: 0; POS: 96,64]; 
[Tick #165] Attacker: [DIR: 2; POS: 4,9]; Defender #0: [DIR: 1; POS: 98,4]; Defender #1: [DIR: 1; POS: 6,16]; Defender #2: [DIR: 0; POS: 12,83]; Defender #3: [DIR: 0; POS: 96,63]; 
[Tick #166] Attacker: [DIR: 2; POS: 4,10]; Defender #0: [DIR: 1; POS: 98,4]; Defender #1: [DIR: 1; POS: 6,16]; Defender #2: [DIR: 0; POS: 12,83]; Defender #3: [DIR: 0; POS: 96,63]; 
[Tick #167] Attacker: [DIR: 2; POS: 4,11]; Defender #0: [DIR: 1; POS: 99,4]; Defender #1: [DIR: 1; POS: 7,16]; Defender #2: [DIR: 0; POS: 12,82]; Defender #3: [DIR: 0; POS: 96,62]; 
[Tick #168] Attacker: [DIR: 2; POS: 4,12]; Defender #0: [DIR: 1; POS: 99,4]; Defender #1: [DIR: 1; POS: 7,16]; Defender #2: [DIR: 0; POS: 12,82]; Defender #3: [DIR: 0; POS: 96,62]; 
[Tick #169] Attacker: [DIR: 2; POS: 4,13]; Defender #0: [DIR: 1; POS: 100,4]; Defender #1: [DIR: 1; POS: 8,16]; Defender #2: [DIR: 0; POS: 12,81]; Defender #3: [DIR: 0; POS: 96,61]; 
[Tick #170] Attacker: [DIR: 2; POS: 4,14]; Defender #0: [DIR: 1; POS: 100,4]; Defender #1: [DIR: 1; POS: 8,16]; Defender #2: [DIR: 0; POS: 12,81]; Defender #3: [DIR: 0; POS: 96,61]; 
[Tick #171] Attacker: [DIR: 2; POS: 4,15]; Defender #0: [DIR: 1; POS: 101,4]; Defender #1: [DIR: 1; POS: 9,16]; Defender #2: [DIR: 0; POS: 12,80]; Defender #3: [DIR: 0; POS: 96,60]; 
[Tick #172] Attacker: [DIR: 1; POS: 4,16]; Defender #0: [DIR: 1; POS: 101,4]; Defender #1: [DIR: 1; POS: 9,16]; Defender #2: [DIR: 0; POS: 12,80]; Defender #3: [DIR: 0; POS: 96,60]; 
[Tick #173] Attacker: [DIR: 1; POS: 5,16]; Defender #0: [DIR: 1; POS: 102,4]; Defender #1: [DIR: 1; POS: 10,16]; Defender #2: [DIR: 0; POS: 12,79]; Defender #3: [DIR: 0; POS: 96,59]; 
[Tick #174] Attacker: [DIR: 1; POS: 6,16]; Defender #0: [DIR: 1; POS: 102,4]; Defender #1: [DIR: 1; POS: 10,16]; Defender #2: [DIR: 0; POS: 12,79]; Defender #3: [DIR: 0; POS: 96,59]; 
[Tick #175] Attacker: [DIR: 1; POS: 7,16]; Defender #0: [DIR: 1; POS: 103,4]; Defender #1: [DIR: 1; POS: 11,16]; Defender #2: [DIR: 0; POS: 12,78]; Defender #3: [DIR: 0; POS: 96,58]; 
[Tick #176] Attacker: [DIR: 1; POS: 8,16]; Defender #0: [DIR: 1; POS: 103,4]; Defender #1: [DIR: 1; POS: 11,16]; Defender #2: [DIR: 0; POS: 12,78]; Defender #3: [DIR: 0; POS: 96,58]; 
[Tick #177] Attacker: [DIR: 1; POS: 9,16]; Defender #0: [DIR: 2; POS: 104,4]; Defender #1: [DIR: 1; POS: 12,16]; Defender #2: [DIR: 0; POS: 12,77]; Defender #3: [DIR: 0; POS: 96,57]; 
[Tick #178] Attacker: [DIR: 1; POS: 10,16]; Defender #0: [DIR: 2; POS: 104,4]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 12,77]; Defender #3: [DIR: 0; POS: 96,57]; 
[Tick #179] Attacker: [DIR: 1; POS: 11,16]; Defender #0: [DIR: 2; POS: 104,5]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 12,76]; Defender #3: [DIR: 0; POS: 96,56]; 
[Tick #180] Attacker: [DIR: 1; POS: 12,16]; Defender #0: [DIR: 2; POS: 104,5]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 12,76]; Defender #3: [DIR: 0; POS: 96,56]; 
[Tick #181] Attacker: [DIR: 1; POS: 13,16]; Defender #0: [DIR: 2; POS: 104,6]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 12,75]; Defender #3: [DIR: 0; POS: 96,55]; 
[Tick #182] Attacker: [DIR: 1; POS: 14,16]; Defender #0: [DIR: 2; POS: 104,6]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 12,75]; Defender #3: [DIR: 0; POS: 96,55]; 
[Tick #183] Attacker: [DIR: 1; POS: 15,16]; Defender #0: [DIR: 2; POS: 104,7]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 12,74]; Defender #3: [DIR: 0; POS: 96,54]; 
[Tick #184] Attacker: [DIR: 1; POS: 16,16]; Defender #0: [DIR: 2; POS: 104,7]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 12,74]; Defender #3: [DIR: 0; POS: 96,54]; 
[Tick #185] Attacker: [DIR: 1; POS: 17,16]; Defender #0: [DIR: 2; POS: 104,8]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 12,73]; Defender #3: [DIR: 0; POS: 96,53]; 
[Tick #186] Attacker: [DIR: 1; POS: 18,16]; Defender #0: [DIR: 2; POS: 104,8]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 12,73]; Defender #3: [DIR: 0; POS: 96,53]; 
[Tick #187] Attacker: [DIR: 1; POS: 19,16]; Defender #0: [DIR: 2; POS: 104,9]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 12,72]; Defender #3: [DIR: 0; POS: 96,52]; 
[Tick #188] Attacker: [DIR: 1; POS: 20,16]; Defender #0: [DIR: 2; POS: 104,9]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 12,72]; Defender #3: [DIR: 0; POS: 96,52]; 
[Tick #189] Attacker: [DIR: 1; POS: 21,16]; Defender #0: [DIR: 2; POS: 104,10]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 12,71]; Defender #3: [DIR: 0; POS: 96,51]; 
[Tick #190] Attacker: [DIR: 1; POS: 22,16]; Defender #0: [DIR: 2; POS: 104,10]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 12,71]; Defender #3: [DIR: 0; POS: 96,51]; 
[Tick #191] Attacker: [DIR: 1; POS: 23,16]; Defender #0: [DIR: 2; POS: 104,11]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 12,70]; Defender #3: [DIR: 0; POS: 96,50]; 
[Tick #192] Attacker: [DIR: 0; POS: 24,16]; Defender #0: [DIR: 2; POS: 104,11]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 12,70]; Defender #3: [DIR: 0; POS: 96,50]; 
[Tick #193] Attacker: [DIR: 0; POS: 24,15]; Defender #0: [DIR: 2; POS: 104,12]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 12,69]; Defender #3: [DIR: 0; POS: 96,49]; 
[Tick #194] Attacker: [DIR: 0; POS: 24,14]; Defender #0: [DIR: 2; POS: 104,12]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 12,69]; Defender #3: [DIR: 0; POS: 96,49]; 
[Tick #195] Attacker: [DIR: 0; POS: 24,13]; Defender #0: [DIR: 2; POS: 104,13]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 12,68]; Defender #3: [DIR: 0; POS: 96,48]; 
[Tick #196] Attacker: [DIR: 0; POS: 24,12]; Defender #0: [DIR: 2; POS: 104,13]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 12,68]; Defender #3: [DIR: 0; POS: 96,48]; 
[Tick #197] Attacker: [DIR: 0; POS: 24,11]; Defender #0: [DIR: 2; POS: 104,14]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 12,67]; Defender #3: [DIR: 0; POS: 96,47]; 
[Tick #198] Attacker: [DIR: 0; POS: 24,10]; Defender #0: [DIR: 2; POS: 104,14]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 12,67]; Defender #3: [DIR: 0; POS: 96,47]; 
[Tick #199] Attacker: [DIR: 0; POS: 24,9]; Defender #0: [DIR: 2; POS: 104,15]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 12,66]; Defender #3: [DIR: 0; POS: 96,46]; 
[Tick #200] Attacker: [DIR: 0; POS: 24,8]; Defender #0: [DIR: 2; POS: 104,15]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 12,66]; Defender #3: [DIR: 0; POS: 96,46]; 
[Tick #201] Attacker: [DIR: 0; POS: 24,7]; Defender #0: [DIR: 3; POS: 104,16]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 12,65]; Defender #3: [DIR: 0; POS: 96,45]; 
[Tick #202] Attacker: [DIR: 0; POS: 24,6]; Defender #0: [DIR: 3; POS: 104,16]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 12,65]; Defender #3: [DIR: 0; POS: 96,45]; 
[Tick #203] Attacker: [DIR: 0; POS: 24,5]; Defender #0: [DIR: 3; POS: 103,16]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 12,64]; Defender #3: [DIR: 0; POS: 96,44]; 
[Tick #204] Attacker: [DIR: 3; POS: 24,4]; Defender #0: [DIR: 3; POS: 103,16]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 12,64]; Defender #3: [DIR: 0; POS: 96,44]; 
[Tick #205] Attacker: [DIR: 3; POS: 23,4]; Defender #0: [DIR: 3; POS: 102,16]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 12,63]; Defender #3: [DIR: 0; POS: 96,43]; 
[Tick #206] Attacker: [DIR: 3; POS: 22,4]; Defender #0: [DIR: 3; POS: 102,16]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 12,63]; Defender #3: [DIR: 0; POS: 96,43]; 
[Tick #207] Attacker: [DIR: 3; POS: 21,4]; Defender #0: [DIR: 3; POS: 101,16]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 12,62]; Defender #3: [DIR: 0; POS: 96,42]; 
[Tick #208] Attacker: [DIR: 3; POS: 20,4]; Defender #0: [DIR: 3; POS: 101,16]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 12,62]; Defender #3: [DIR: 0; POS: 96,42]; 
[Tick #209] Attacker: [DIR: 3; POS: 19,4]; Defender #0: [DIR: 3; POS: 100,16]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 12,61]; Defender #3: [DIR: 0; POS: 96,41]; 
[Tick #210] Attacker: [DIR: 3; POS: 18,4]; Defender #0: [DIR: 3; POS: 100,16]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 12,61]; Defender #3: [DIR: 0; POS: 96,41]; 
[Tick #211] Attacker: [DIR: 3; POS: 17,4]; Defender #0: [DIR: 3; POS: 99,16]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 12,60]; Defender #3: [DIR: 0; POS: 96,40]; 
[Tick #212] Attacker: [DIR: 3; POS: 16,4]; Defender #0: [DIR: 3; POS: 99,16]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 12,60]; Defender #3: [DIR: 0; POS: 96,40]; 
[Tick #213] Attacker: [DIR: 3; POS: 15,4]; Defender #0: [DIR: 3; POS: 98,16]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 12,59]; Defender #3: [DIR: 0; POS: 96,39]; 
[Tick #214] Attacker: [DIR: 3; POS: 14,4]; Defender #0: [DIR: 3; POS: 98,16]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 12,59]; Defender #3: [DIR: 0; POS: 96,39]; 
[Tick #215] Attacker: [DIR: 3; POS: 13,4]; Defender #0: [DIR: 3; POS: 97,16]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 12,58]; Defender #3: [DIR: 0; POS: 96,38]; 
[Tick #216] Attacker: [DIR: 3; POS: 12,4]; Defender #0: [DIR: 3; POS: 97,16]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 0; POS: 12,58]; Defender #3: [DIR: 0; POS: 96,38]; 
[Tick #217] Attacker: [DIR: 3; POS: 11,4]; Defender #0: [DIR: 2; POS: 96,16]; Defender #1: [DIR: 1; POS: 54,44]; Defender #2: [DIR: 0; POS: 12,57]; Defender #3: [DIR: 0; POS: 96,37]; 
[Tick #218] Attacker: [DIR: 3; POS: 10,4]; Defender #0: [DIR: 2; POS: 96,16]; Defender #1: [DIR: 1; POS: 55,44]; Defender #2: [DIR: 0; POS: 12,57]; Defender #3: [DIR: 0; POS: 96,37]; 
[Tick #219] Attacker: [DIR: 3; POS: 9,4]; Defender #0: [DIR: 2; POS: 96,17]; Defender #1: [DIR: 1; POS: 56,44]; Defender #2: [DIR: 0; POS: 12,56]; Defender #3: [DIR: 0; POS: 96,36]; 
[Tick #220] Attacker: [DIR: 3; POS: 8,4]; Defender #0: [DIR: 2; POS: 96,17]; Defender #1: [DIR: 1; POS: 57,44]; Defender #2: [DIR: 0; POS: 12,56]; Defender #3: [DIR: 0; POS: 96,36]; 
[Tick #221] Attacker: [DIR: 3; POS: 7,4]; Defender #0: [DIR: 2; POS: 96,18]; Defender #1: [DIR: 1; POS: 58,44]; Defender #2: [DIR: 0; POS: 12,55]; Defender #3: [DIR: 0; POS: 96,35]; 
[Tick #222] Attacker: [DIR: 3; POS: 6,4]; Defender #0: [DIR: 2; POS: 96,18]; Defender #1: [DIR: 1; POS: 59,44]; Defender #2: [DIR: 0; POS: 12,55]; Defender #3: [DIR: 0; POS: 96,35]; 
[Tick #223] Attacker: [DIR: 3; POS: 5,4]; Defender #0: [DIR: 2; POS: 96,19]; Defender #1: [DIR: 1; POS: 60,44]; Defender #2: [DIR: 0; POS: 12,54]; Defender #3: [DIR: 0; POS: 96,34]; 
